Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks,Month,Month_Num,Year,Weekday,Is_Weekend,Quarter,Day_of_Month,Resolution_Time_Days,Resolution_Category,SLA_Status,SLA_Breached_Flag,Complaint_Age_Days,Is_Resolved,Complaint_Severity_Score,Officer_Workload_Count,Area_Complaint_Density,Civic_Priority_Index
CMP0257,2026-05-07,North,Ward-3,Shyambazar,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.517895,88.434501,Team Assigned,May,5,2026,Thursday,0,Q2,7,,Pending,Pending,,213,No,3,103,108,40.3
CMP0258,2026-03-05,Central,Ward-27,Park Street,Illegal Dumping,Sanitation Department,Low,In Progress,Neha Gupta,,,22.54769,88.443785,Work Completed,March,3,2026,Thursday,0,Q1,5,,Pending,Pending,,276,No,1,121,84,22.1
CMP0259,2026-07-02,South,Ward-23,Tollygunge,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.634289,88.479927,Work Completed,July,7,2026,Thursday,0,Q3,2,,Pending,Pending,,157,No,1,82,109,18.2
CMP0260,2026-01-15,East,Ward-20,Salt Lake,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.638585,88.292678,Inspection Pending,January,1,2026,Thursday,0,Q1,15,,Pending,Pending,,325,No,2,112,97,31.2
CMP0261,2026-07-04,South,Ward-8,Garia,Pothole,Road Department,Low,Open,Suresh Roy,,,22.535862,88.348708,Verified,July,7,2026,Saturday,1,Q3,4,,Pending,Pending,,155,No,1,87,98,18.7
CMP0262,2026-01-29,West,Ward-15,Behala,Park Maintenance,Parks Department,High,Resolved,Sonia Ghosh,2026-02-01,5.0,22.556449,88.41327,Material Awaited,January,1,2026,Thursday,0,Q1,29,3.0,Fast,Within SLA,0.0,311,Yes,3,43,121,34.3
CMP0263,2026-03-17,South,Ward-6,Garia,Street Light Fault,Electricity Department,High,Resolved,Karan Paul,2026-03-20,3.0,22.58632,88.428646,Team Assigned,March,3,2026,Tuesday,0,Q1,17,3.0,Fast,Within SLA,0.0,264,Yes,3,59,98,35.9
CMP0264,2026-06-04,South,Ward-23,Tollygunge,Water Leakage,Water Department,High,In Progress,Rohit Das,,,22.592855,88.335776,Team Assigned,June,6,2026,Thursday,0,Q2,4,,Pending,Pending,,185,No,3,46,109,34.6
CMP0265,2026-06-24,West,Ward-24,Behala,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.476464,88.454761,Team Assigned,June,6,2026,Wednesday,0,Q2,24,,Pending,Pending,,165,No,2,112,121,31.2
CMP0266,2026-03-10,East,Ward-7,Salt Lake,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.509788,88.27108,Inspection Pending,March,3,2026,Tuesday,0,Q1,10,,Pending,Pending,,271,No,2,46,97,24.6
CMP0267,2026-01-03,West,Ward-16,Behala,Sewer Problem,Sewer Department,Medium,Open,Vikram Das,,,22.613552,88.310221,Repaired,January,1,2026,Saturday,1,Q1,3,,Pending,Pending,,337,No,2,82,121,28.2
CMP0268,2026-08-05,South,Ward-26,Tollygunge,Garbage Overflow,Sanitation Department,High,Open,Pooja Sen,,,22.583958,88.359166,Inspection Pending,August,8,2026,Wednesday,0,Q3,5,,Pending,Pending,,123,No,3,106,109,40.6
CMP0269,2026-06-24,East,Ward-3,New Town,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.592923,88.481691,Material Awaited,June,6,2026,Wednesday,0,Q2,24,,Pending,Pending,,165,No,3,106,113,40.6
CMP0270,2026-04-05,East,Ward-21,Salt Lake,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-05-10,3.0,22.493649,88.353239,Repaired,April,4,2026,Sunday,1,Q2,5,35.0,Slow,SLA Breached,1.0,245,Yes,1,121,97,22.1
CMP0271,2026-05-17,East,Ward-25,New Town,Road Damage,Road Department,Medium,In Progress,Rajesh Kumar,,,22.658896,88.407035,Repaired,May,5,2026,Sunday,1,Q2,17,,Pending,Pending,,203,No,2,103,113,30.3
CMP0272,2026-03-30,East,Ward-19,Salt Lake,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-04-05,4.0,22.586088,88.408565,Pending,March,3,2026,Monday,0,Q1,30,6.0,Medium,SLA Breached,1.0,251,Yes,3,58,97,35.8
CMP0273,2026-01-14,North,Ward-6,Shyambazar,Sewer Problem,Sewer Department,Low,In Progress,Anil Shaw,,,22.607781,88.390947,Pending,January,1,2026,Wednesday,0,Q1,14,,Pending,Pending,,326,No,1,112,108,21.2
CMP0274,2026-01-16,North,Ward-19,Dum Dum,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.525946,88.430134,Verified,January,1,2026,Friday,0,Q1,16,,Pending,Pending,,324,No,2,112,100,31.2
CMP0275,2026-01-25,Central,Ward-4,Esplanade,Sewer Problem,Sewer Department,Low,Resolved,Vikram Das,2026-01-27,5.0,22.692809,88.470623,Repaired,January,1,2026,Sunday,1,Q1,25,2.0,Fast,Within SLA,0.0,315,Yes,1,82,87,18.2
CMP0276,2026-04-26,North,Ward-6,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.526756,88.254444,Work Completed,April,4,2026,Sunday,1,Q2,26,,Pending,Pending,,224,No,2,58,108,25.8
CMP0277,2026-01-27,East,Ward-11,New Town,Garbage Overflow,Sanitation Department,Medium,Open,Neha Gupta,,,22.646804,88.30024,Pending,January,1,2026,Tuesday,0,Q1,27,,Pending,Pending,,313,No,2,121,113,32.1
CMP0278,2026-05-23,East,Ward-28,New Town,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-05-26,4.0,22.588404,88.465556,Pending,May,5,2026,Saturday,1,Q2,23,3.0,Fast,Within SLA,0.0,197,Yes,1,103,113,20.3
CMP0279,2026-06-29,East,Ward-28,Salt Lake,Street Light Fault,Electricity Department,High,Resolved,Karan Paul,2026-07-05,5.0,22.569492,88.487258,Verified,June,6,2026,Monday,0,Q2,29,6.0,Medium,SLA Breached,1.0,160,Yes,3,59,97,35.9
CMP0280,2026-04-13,Central,Ward-13,Park Street,Garbage Overflow,Sanitation Department,Medium,Open,Neha Gupta,,,22.640263,88.467033,Material Awaited,April,4,2026,Monday,0,Q2,13,,Pending,Pending,,237,No,2,121,84,32.1
CMP0281,2026-03-13,Central,Ward-4,Esplanade,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.453708,88.366041,Repaired,March,3,2026,Friday,0,Q1,13,,Pending,Pending,,268,No,2,87,87,28.7
CMP0282,2026-02-23,North,Ward-28,Shyambazar,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.464718,88.484147,Inspection Pending,February,2,2026,Monday,0,Q1,23,,Pending,Pending,,286,No,2,121,108,32.1
CMP0283,2026-12-04,South,Ward-28,Garia,Pothole,Road Department,Medium,Resolved,Suresh Roy,2026-04-14,5.0,22.69091,88.335591,Inspection Pending,December,12,2026,Friday,0,Q4,4,,Pending,Pending,,2,Yes,2,87,98,28.7
CMP0284,2026-02-03,West,Ward-30,Behala,Park Maintenance,Parks Department,Medium,In Progress,Arjun Roy,,,22.462032,88.374106,Verified,February,2,2026,Tuesday,0,Q1,3,,Pending,Pending,,306,No,2,45,121,24.5
CMP0285,2026-03-10,West,Ward-7,Behala,Illegal Dumping,Sanitation Department,Low,In Progress,Neha Gupta,,,22.567331,88.412833,Team Assigned,March,3,2026,Tuesday,0,Q1,10,,Pending,Pending,,271,No,1,121,121,22.1
CMP0286,2026-02-17,North,Ward-11,Shyambazar,Sewer Problem,Sewer Department,High,In Progress,Anil Shaw,,,22.689155,88.258189,Repaired,February,2,2026,Tuesday,0,Q1,17,,Pending,Pending,,292,No,3,112,108,41.2
CMP0287,2026-12-06,Central,Ward-5,Park Street,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.497115,88.271517,Team Assigned,December,12,2026,Sunday,1,Q4,6,,Pending,Pending,,0,No,2,46,84,24.6
CMP0288,2026-05-24,East,Ward-14,New Town,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.452647,88.487621,Pending,May,5,2026,Sunday,1,Q2,24,,Pending,Pending,,196,No,2,44,113,24.4
CMP0289,2026-02-27,West,Ward-11,Santragachi,Street Light Fault,Electricity Department,Low,Open,Karan Paul,,,22.66697,88.397608,Repaired,February,2,2026,Friday,0,Q1,27,,Pending,Pending,,282,No,1,59,83,15.9
CMP0290,2026-02-04,South,Ward-5,Garia,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.643467,88.457022,Team Assigned,February,2,2026,Wednesday,0,Q1,4,,Pending,Pending,,305,No,3,112,98,41.2
CMP0291,2026-03-03,South,Ward-5,Garia,Sewer Problem,Sewer Department,High,Resolved,Vikram Das,2026-11-03,3.0,22.611248,88.283335,Pending,March,3,2026,Tuesday,0,Q1,3,245.0,Slow,SLA Breached,1.0,278,Yes,3,82,98,38.2
CMP0292,2026-03-25,East,Ward-27,New Town,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.678423,88.275714,Material Awaited,March,3,2026,Wednesday,0,Q1,25,,Pending,Pending,,256,No,3,50,113,35.0
CMP0293,2026-01-11,South,Ward-9,Tollygunge,Park Maintenance,Parks Department,Low,In Progress,Arjun Roy,,,22.683736,88.397258,Repaired,January,1,2026,Sunday,1,Q1,11,,Pending,Pending,,329,No,1,45,109,14.5
CMP0294,2026-06-26,West,Ward-27,Behala,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-07-04,5.0,22.45013,88.381505,Work Completed,June,6,2026,Friday,0,Q2,26,8.0,Slow,SLA Breached,1.0,163,Yes,3,121,121,42.1
CMP0295,2026-05-26,South,Ward-25,Tollygunge,Illegal Dumping,Sanitation Department,Medium,Resolved,Pooja Sen,2026-05-31,3.0,22.500944,88.255094,Verified,May,5,2026,Tuesday,0,Q2,26,5.0,Medium,SLA Breached,1.0,194,Yes,2,106,109,30.6
CMP0296,2026-05-20,East,Ward-16,Salt Lake,Street Light Fault,Electricity Department,High,Resolved,Amit Singh,2026-05-27,3.0,22.512732,88.427269,Pending,May,5,2026,Wednesday,0,Q2,20,7.0,Medium,SLA Breached,1.0,200,Yes,3,44,97,34.4
CMP0297,2026-06-30,South,Ward-2,Tollygunge,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.654935,88.3455,Team Assigned,June,6,2026,Tuesday,0,Q2,30,,Pending,Pending,,159,No,2,103,109,30.3
CMP0298,2026-05-13,South,Ward-4,Tollygunge,Pothole,Road Department,Medium,Open,Suresh Roy,,,22.696823,88.280023,Inspection Pending,May,5,2026,Wednesday,0,Q2,13,,Pending,Pending,,207,No,2,87,109,28.7
CMP0299,2026-06-08,West,Ward-15,Santragachi,Pothole,Road Department,High,In Progress,Suresh Roy,,,22.59561,88.493504,Material Awaited,June,6,2026,Monday,0,Q2,8,,Pending,Pending,,181,No,3,87,83,38.7
CMP0300,2026-01-01,South,Ward-22,Garia,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-01-08,5.0,22.629595,88.408212,Repaired,January,1,2026,Thursday,0,Q1,1,7.0,Medium,SLA Breached,1.0,339,Yes,3,103,98,40.3
CMP0301,2026-02-15,South,Ward-10,Tollygunge,Sewer Problem,Sewer Department,High,Resolved,Vikram Das,2026-02-19,5.0,22.526274,88.496394,Team Assigned,February,2,2026,Sunday,1,Q1,15,4.0,Medium,SLA Breached,1.0,294,Yes,3,82,109,38.2
CMP0302,2026-01-23,Central,Ward-14,Park Street,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.495012,88.382812,Inspection Pending,January,1,2026,Friday,0,Q1,23,,Pending,Pending,,317,No,3,44,84,34.4
CMP0303,2026-05-17,North,Ward-5,Dum Dum,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.549173,88.479682,Work Completed,May,5,2026,Sunday,1,Q2,17,,Pending,Pending,,203,No,2,46,100,24.6
CMP0304,2026-04-04,East,Ward-14,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-04-09,3.0,22.694775,88.429528,Team Assigned,April,4,2026,Saturday,1,Q2,4,5.0,Medium,SLA Breached,1.0,246,Yes,3,121,97,42.1
CMP0305,2026-04-24,North,Ward-23,Shyambazar,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-04-30,3.0,22.540084,88.298603,Pending,April,4,2026,Friday,0,Q2,24,6.0,Medium,SLA Breached,1.0,226,Yes,1,59,108,15.9
CMP0306,2026-03-14,South,Ward-5,Garia,Illegal Dumping,Sanitation Department,Low,Resolved,Pooja Sen,2026-03-16,3.0,22.669386,88.4259,Material Awaited,March,3,2026,Saturday,1,Q1,14,2.0,Fast,Within SLA,0.0,267,Yes,1,106,98,20.6
CMP0307,2026-04-01,South,Ward-5,Tollygunge,Street Light Fault,Electricity Department,Medium,Open,Karan Paul,,,22.607526,88.315567,Material Awaited,April,4,2026,Wednesday,0,Q2,1,,Pending,Pending,,249,No,2,59,109,25.9
CMP0308,2026-06-06,Central,Ward-27,Park Street,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.571498,88.357844,Pending,June,6,2026,Saturday,1,Q2,6,,Pending,Pending,,183,No,1,106,84,20.6
CMP0309,2026-02-10,North,Ward-24,Dum Dum,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.683757,88.350056,Inspection Pending,February,2,2026,Tuesday,0,Q1,10,,Pending,Pending,,299,No,2,46,100,24.6
CMP0310,2026-09-04,North,Ward-24,Shyambazar,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.527241,88.29981,Verified,September,9,2026,Friday,0,Q3,4,,Pending,Pending,,93,No,3,112,108,41.2
CMP0311,2026-03-13,North,Ward-30,Dum Dum,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-03-18,3.0,22.681085,88.288591,Inspection Pending,March,3,2026,Friday,0,Q1,13,5.0,Medium,SLA Breached,1.0,268,Yes,3,121,100,42.1
CMP0312,2026-03-23,Central,Ward-16,Esplanade,Street Light Fault,Electricity Department,Low,In Progress,Amit Singh,,,22.475345,88.41226,Material Awaited,March,3,2026,Monday,0,Q1,23,,Pending,Pending,,258,No,1,44,87,14.4
CMP0313,2026-01-06,East,Ward-16,Salt Lake,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-01-16,5.0,22.490647,88.45348,Repaired,January,1,2026,Tuesday,0,Q1,6,10.0,Slow,SLA Breached,1.0,334,Yes,1,43,97,14.3
CMP0314,2026-02-06,East,Ward-28,New Town,Sewer Problem,Sewer Department,Medium,Resolved,Vikram Das,2026-09-06,3.0,22.669018,88.44323,Inspection Pending,February,2,2026,Friday,0,Q1,6,212.0,Slow,SLA Breached,1.0,303,Yes,2,82,113,28.2
CMP0315,2026-05-10,North,Ward-20,Shyambazar,Drain Blockage,Sewer Department,High,In Progress,Anil Shaw,,,22.655725,88.268858,Work Completed,May,5,2026,Sunday,1,Q2,10,,Pending,Pending,,210,No,3,112,108,41.2
CMP0316,2026-04-22,Central,Ward-6,Esplanade,Road Damage,Road Department,High,Open,Suresh Roy,,,22.581432,88.39755,Inspection Pending,April,4,2026,Wednesday,0,Q2,22,,Pending,Pending,,228,No,3,87,87,38.7
CMP0317,2026-02-10,South,Ward-11,Tollygunge,Illegal Dumping,Sanitation Department,Low,Open,Neha Gupta,,,22.671314,88.266452,Verified,February,2,2026,Tuesday,0,Q1,10,,Pending,Pending,,299,No,1,121,109,22.1
CMP0318,2026-02-28,South,Ward-4,Garia,Street Light Fault,Electricity Department,Medium,Open,Karan Paul,,,22.638602,88.499149,Work Completed,February,2,2026,Saturday,1,Q1,28,,Pending,Pending,,281,No,2,59,98,25.9
CMP0319,2026-06-25,East,Ward-9,Salt Lake,Park Maintenance,Parks Department,High,Open,Arjun Roy,,,22.550381,88.434737,Pending,June,6,2026,Thursday,0,Q2,25,,Pending,Pending,,164,No,3,45,97,34.5
CMP0320,2026-01-24,South,Ward-24,Garia,Drain Blockage,Sewer Department,Medium,Open,Vikram Das,,,22.671759,88.262779,Inspection Pending,January,1,2026,Saturday,1,Q1,24,,Pending,Pending,,316,No,2,82,98,28.2
CMP0321,2026-05-23,South,Ward-21,Tollygunge,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.555845,88.28598,Work Completed,May,5,2026,Saturday,1,Q2,23,,Pending,Pending,,197,No,2,121,109,32.1
CMP0322,2026-02-19,East,Ward-1,Salt Lake,Sewer Problem,Sewer Department,Medium,In Progress,Vikram Das,,,22.547584,88.312549,Material Awaited,February,2,2026,Thursday,0,Q1,19,,Pending,Pending,,290,No,2,82,97,28.2
CMP0323,2026-02-14,South,Ward-8,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.454308,88.375431,Repaired,February,2,2026,Saturday,1,Q1,14,,Pending,Pending,,295,No,1,106,98,20.6
CMP0324,2026-03-26,North,Ward-28,Shyambazar,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.635977,88.469327,Repaired,March,3,2026,Thursday,0,Q1,26,,Pending,Pending,,255,No,3,58,108,35.8
CMP0325,2026-04-06,West,Ward-5,Behala,Park Maintenance,Parks Department,Low,Open,Sonia Ghosh,,,22.496389,88.283285,Team Assigned,April,4,2026,Monday,0,Q2,6,,Pending,Pending,,244,No,1,43,121,14.3
CMP0326,2026-05-24,North,Ward-12,Dum Dum,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.542327,88.373073,Team Assigned,May,5,2026,Sunday,1,Q2,24,,Pending,Pending,,196,No,1,106,100,20.6
CMP0327,2026-04-18,East,Ward-28,Salt Lake,Road Damage,Road Department,Low,In Progress,Rajesh Kumar,,,22.685132,88.467782,Material Awaited,April,4,2026,Saturday,1,Q2,18,,Pending,Pending,,232,No,1,103,97,20.3
CMP0328,2026-02-21,West,Ward-10,Santragachi,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.588159,88.362211,Repaired,February,2,2026,Saturday,1,Q1,21,,Pending,Pending,,288,No,3,103,83,40.3
CMP0329,2026-06-14,East,Ward-4,Salt Lake,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-06-23,5.0,22.684861,88.364316,Inspection Pending,June,6,2026,Sunday,1,Q2,14,9.0,Slow,SLA Breached,1.0,175,Yes,1,121,97,22.1
CMP0330,2026-02-12,West,Ward-19,Behala,Street Light Fault,Electricity Department,Low,Resolved,Amit Singh,2026-02-21,5.0,22.658602,88.255743,Team Assigned,February,2,2026,Thursday,0,Q1,12,9.0,Slow,SLA Breached,1.0,297,Yes,1,44,121,14.4
CMP0331,2026-02-13,West,Ward-25,Santragachi,Pothole,Road Department,Medium,Resolved,Suresh Roy,2026-02-23,3.0,22.619581,88.431277,Team Assigned,February,2,2026,Friday,0,Q1,13,10.0,Slow,SLA Breached,1.0,296,Yes,2,87,83,28.7
CMP0332,2026-01-06,North,Ward-29,Shyambazar,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.524352,88.407598,Inspection Pending,January,1,2026,Tuesday,0,Q1,6,,Pending,Pending,,334,No,2,112,108,31.2
CMP0333,2026-02-27,Central,Ward-15,Esplanade,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.546911,88.375499,Pending,February,2,2026,Friday,0,Q1,27,,Pending,Pending,,282,No,1,106,87,20.6
CMP0334,2026-02-22,North,Ward-25,Shyambazar,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.514402,88.449491,Repaired,February,2,2026,Sunday,1,Q1,22,,Pending,Pending,,287,No,3,87,108,38.7
CMP0335,2026-04-04,North,Ward-5,Shyambazar,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.683592,88.37939,Pending,April,4,2026,Saturday,1,Q2,4,,Pending,Pending,,246,No,1,82,108,18.2
CMP0336,2026-05-24,North,Ward-7,Shyambazar,Park Maintenance,Parks Department,Low,Open,Arjun Roy,,,22.553307,88.251511,Repaired,May,5,2026,Sunday,1,Q2,24,,Pending,Pending,,196,No,1,45,108,14.5
CMP0337,2026-05-10,South,Ward-3,Garia,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.595274,88.306475,Work Completed,May,5,2026,Sunday,1,Q2,10,,Pending,Pending,,210,No,3,112,98,41.2
CMP0338,2026-01-18,West,Ward-17,Behala,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.588254,88.257337,Work Completed,January,1,2026,Sunday,1,Q1,18,,Pending,Pending,,322,No,3,106,121,40.6
CMP0339,2026-04-28,North,Ward-15,Shyambazar,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.656664,88.32355,Team Assigned,April,4,2026,Tuesday,0,Q2,28,,Pending,Pending,,222,No,3,121,108,42.1
CMP0340,2026-11-04,East,Ward-10,New Town,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.59798,88.495552,Inspection Pending,November,11,2026,Wednesday,0,Q4,4,,Pending,Pending,,32,No,3,106,113,40.6
CMP0341,2026-01-05,South,Ward-5,Garia,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-01-06,4.0,22.469155,88.472286,Material Awaited,January,1,2026,Monday,0,Q1,5,1.0,Fast,Within SLA,0.0,335,Yes,1,103,98,20.3
CMP0342,2026-01-28,West,Ward-4,Behala,Illegal Dumping,Sanitation Department,Low,In Progress,Pooja Sen,,,22.56077,88.332031,Inspection Pending,January,1,2026,Wednesday,0,Q1,28,,Pending,Pending,,312,No,1,106,121,20.6
CMP0343,2026-03-22,North,Ward-23,Dum Dum,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-03-23,4.0,22.569318,88.330829,Verified,March,3,2026,Sunday,1,Q1,22,1.0,Fast,Within SLA,0.0,259,Yes,3,103,100,40.3
CMP0344,2026-02-04,West,Ward-25,Santragachi,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.486921,88.465893,Repaired,February,2,2026,Wednesday,0,Q1,4,,Pending,Pending,,305,No,2,112,83,31.2
CMP0345,2026-05-22,South,Ward-29,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Arjun Roy,,,22.639921,88.264777,Repaired,May,5,2026,Friday,0,Q2,22,,Pending,Pending,,198,No,2,45,109,24.5
CMP0346,2026-04-04,West,Ward-17,Behala,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-04-07,5.0,22.466919,88.346413,Pending,April,4,2026,Saturday,1,Q2,4,3.0,Fast,Within SLA,0.0,246,Yes,3,106,121,40.6
CMP0347,2026-05-22,South,Ward-23,Tollygunge,Pothole,Road Department,Low,Resolved,Suresh Roy,2026-05-30,5.0,22.577627,88.420917,Pending,May,5,2026,Friday,0,Q2,22,8.0,Slow,SLA Breached,1.0,198,Yes,1,87,109,18.7
CMP0348,2026-04-24,South,Ward-9,Tollygunge,Traffic Signal Fault,Traffic Department,High,In Progress,Deepak Bose,,,22.528679,88.345148,Repaired,April,4,2026,Friday,0,Q2,24,,Pending,Pending,,226,No,3,50,109,35.0
CMP0349,2026-04-18,North,Ward-17,Dum Dum,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.604184,88.439114,Repaired,April,4,2026,Saturday,1,Q2,18,,Pending,Pending,,232,No,3,103,100,40.3
CMP0350,2026-10-01,West,Ward-29,Santragachi,Illegal Dumping,Sanitation Department,Low,Resolved,Neha Gupta,2026-01-16,3.0,22.467378,88.427042,Team Assigned,October,10,2026,Thursday,0,Q4,1,,Pending,Pending,,66,Yes,1,121,83,22.1
CMP0351,2026-01-29,East,Ward-4,New Town,Traffic Signal Fault,Traffic Department,High,In Progress,Deepak Bose,,,22.643288,88.302285,Inspection Pending,January,1,2026,Thursday,0,Q1,29,,Pending,Pending,,311,No,3,50,113,35.0
CMP0352,2026-05-14,West,Ward-27,Santragachi,Road Damage,Road Department,High,Open,Suresh Roy,,,22.694832,88.450338,Material Awaited,May,5,2026,Thursday,0,Q2,14,,Pending,Pending,,206,No,3,87,83,38.7
CMP0353,2026-05-24,North,Ward-20,Dum Dum,Drain Blockage,Sewer Department,Low,In Progress,Anil Shaw,,,22.460043,88.480713,Material Awaited,May,5,2026,Sunday,1,Q2,24,,Pending,Pending,,196,No,1,112,100,21.2
CMP0354,2026-05-05,Central,Ward-13,Park Street,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.463431,88.442812,Inspection Pending,May,5,2026,Tuesday,0,Q2,5,,Pending,Pending,,215,No,2,58,84,25.8
CMP0355,2026-04-05,West,Ward-23,Behala,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-07-04,4.0,22.682426,88.466808,Material Awaited,April,4,2026,Sunday,1,Q2,5,90.0,Slow,SLA Breached,1.0,245,Yes,2,112,121,31.2
CMP0356,2026-01-01,Central,Ward-9,Esplanade,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-01-09,3.0,22.596566,88.468539,Team Assigned,January,1,2026,Thursday,0,Q1,1,8.0,Slow,SLA Breached,1.0,339,Yes,1,103,87,20.3
CMP0357,2026-01-14,South,Ward-15,Garia,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-01-23,3.0,22.626615,88.338213,Team Assigned,January,1,2026,Wednesday,0,Q1,14,9.0,Slow,SLA Breached,1.0,326,Yes,3,58,98,35.8
CMP0358,2026-05-23,South,Ward-28,Tollygunge,Park Maintenance,Parks Department,Low,Resolved,Arjun Roy,2026-05-29,5.0,22.576413,88.460332,Repaired,May,5,2026,Saturday,1,Q2,23,6.0,Medium,SLA Breached,1.0,197,Yes,1,45,109,14.5
CMP0359,2026-06-07,West,Ward-18,Behala,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.462511,88.290765,Pending,June,6,2026,Sunday,1,Q2,7,,Pending,Pending,,182,No,1,121,121,22.1
CMP0360,2026-02-27,South,Ward-30,Tollygunge,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.641641,88.424796,Verified,February,2,2026,Friday,0,Q1,27,,Pending,Pending,,282,No,3,103,109,40.3
CMP0361,2026-11-03,South,Ward-11,Tollygunge,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.469893,88.322592,Inspection Pending,November,11,2026,Tuesday,0,Q4,3,,Pending,Pending,,33,No,3,44,109,34.4
CMP0362,2026-05-30,North,Ward-25,Dum Dum,Garbage Overflow,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.636792,88.447856,Verified,May,5,2026,Saturday,1,Q2,30,,Pending,Pending,,190,No,2,121,100,32.1
CMP0363,2026-04-18,South,Ward-21,Tollygunge,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.536015,88.276549,Work Completed,April,4,2026,Saturday,1,Q2,18,,Pending,Pending,,232,No,1,106,109,20.6
CMP0364,2026-10-05,Central,Ward-10,Esplanade,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.526823,88.400616,Repaired,October,10,2026,Monday,0,Q4,5,,Pending,Pending,,62,No,1,82,87,18.2
CMP0365,2026-04-15,South,Ward-17,Tollygunge,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.696866,88.311748,Material Awaited,April,4,2026,Wednesday,0,Q2,15,,Pending,Pending,,235,No,1,103,109,20.3
CMP0366,2026-02-12,North,Ward-4,Shyambazar,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.633255,88.453847,Material Awaited,February,2,2026,Thursday,0,Q1,12,,Pending,Pending,,297,No,1,121,108,22.1
